Artists,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Lana Del Rey ,Summer Bummer,5QqyRUZeBE04yJxsD1OC0I,0.76,0.574,1,-8.57,1,0.126,0.0155,2.02e-05,0.199,0.137,134.981
21 Savage ,a lot,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
WAVYVIBE ,Miser,2IipW9w0huS2n3DYLXd0xm,0.715,0.692,8,-9.277,0,0.0334,0.269,0.0,0.118,0.538,93.007
The Game ,Eazy,6Ab81Bs9fcOwaTYuBsUUpI,0.716,0.551,1,-6.987,1,0.47,0.167,0.0,0.197,0.305,82.393
Pusha T ,Santeria,4LKSaRoKNnlpKXTT663BrT,0.621,0.678,8,-4.104,1,0.197,0.142,0.0,0.098,0.0883,88.677
Pop Smoke ,Coupe,4wNKxMbE3n1gRm4F6OaCP1,0.912,0.589,8,-7.476,1,0.2,0.0332,0.0162,0.0795,0.486,135.921
BLACKPINK ,Love To Hate Me,7iKDsPfLT0d5mu2htfMKBZ,0.686,0.64,8,-5.491,1,0.159,0.0334,0.0,0.0801,0.597,162.225
Sam Hunt ,Kinfolks,52lGuLAkIVbm4LZkSf9nj0,0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011
Redbone ,Come and Get Your Love  Single Edit,7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383
DJ Khaled ,BIG TIME,6pr7X9UZCDn8CruopaNVha,0.496,0.7,1,-5.199,0,0.284,0.0197,0.0,0.103,0.464,107.711
Polo G ,Be Something,65jw6GhwQW3Db55PxlPEpS,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103
Myke Towers ,Oh Na Na,03NqHNdG3Ur6kciQWK6e8V,0.744,0.862,0,-3.446,1,0.0622,0.0715,5.58e-06,0.0889,0.688,115.021
LANY ,you!,1vg0ZHaTvBwlNxLxyYrEvP,0.5,0.635,10,-7.53,1,0.0253,0.00648,0.00508,0.126,0.276,94.0
Moneybagg Yo ,Switches & Dracs,4c7LkE1lSNj3RR4cZo0jEi,0.772,0.563,11,-8.188,0,0.452,0.0107,0.0,0.304,0.521,160.064
Lizzo ,Grrrls,1iV2uSjP8BfHTXVLblBOxI,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941
TOOL ,Culling Voices,3gPxMQWDMSEyPXMtzbcDdQ,0.253,0.449,11,-12.066,0,0.0352,0.0452,0.789,0.139,0.0386,156.286
Chance the Rapper ,Zanies and Fools,500qWQEycoFAUVK8ijpD5O,0.763,0.758,7,-6.046,1,0.276,0.208,1.83e-05,0.0614,0.358,117.975
Meek Mill ,Offended,40WxFAbt8UEK7jKLmIxRNY,0.92,0.53,4,-7.399,0,0.341,0.187,0.0,0.103,0.363,123.968
Megan Thee Stallion ,Freaky Girls,4RAEVQeHanpXyK2lrEUkMk,0.821,0.681,7,-6.834,1,0.177,0.000794,1.91e-05,0.11,0.249,93.991
Arctic Monkeys ,Four Out Of Five,5Z5nbOXhsSbySVC7WUc6y9,0.601,0.863,0,-4.31,1,0.0685,0.0626,0.0,0.0717,0.676,130.189
Playboi Carti ,JumpOutTheHouse,0cgD36xPIJBdKUNJRHYDgP,0.87,0.461,1,-5.786,1,0.201,0.00456,0.0,0.11,0.485,144.053
Black Eyed Peas ,MAMACITA,14wf185UxfNbSy8dwt4r4q,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013
Ariana Grande ,ghostin,2vdBo4ALPYbHRUPKgtE5iC,0.287,0.364,9,-8.295,1,0.0306,0.418,1.8e-05,0.185,0.11,103.777
Hozier ,Better Love,6LOGgSwHUaBp9MESQxbVBJ,0.389,0.802,0,-3.438,1,0.0616,0.0307,2.63e-06,0.0862,0.4,126.748
DaBaby ,Suge,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445
Fall Out Boy ,HOLD ME TIGHT OR DON’T,0Q9vbV7G2Q6lts13nY9YGP,0.582,0.925,6,-4.366,0,0.0523,0.00699,2.9e-06,0.108,0.788,95.987
DJ Khaled ,Jealous,6Dq8FZrvx9S28iyaKSwn9x,0.614,0.685,10,-3.684,1,0.147,0.0133,0.0,0.313,0.61,94.9
Future ,Damage,0XarUcoGDMFuooo2tk70Yk,0.704,0.682,4,-5.862,0,0.307,0.174,0.0,0.121,0.594,149.988
Young Stoner Life ,Proud of You,16eZmQoeajKH8G2nPe2chk,0.848,0.451,5,-7.539,0,0.228,0.0208,0.0,0.194,0.223,135.941
TV Girl ,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97
Tory Lanez ,Pa Mi,0CYLDwvvpJQySLA5CvqvSl,0.596,0.557,1,-7.528,0,0.132,0.0991,0.0,0.0565,0.656,133.252
Dreezy ,Body,20s34XSPIiYMGSFDRSs24t,0.735,0.567,0,-5.962,1,0.0635,0.554,0.0,0.0659,0.574,149.968
Taylor Swift ,Out Of The Woods,045ZeOHPIzhxxsm8bq5kyE,0.547,0.885,0,-5.961,1,0.0418,0.000512,9.37e-05,0.39,0.192,91.992
6LACK ,That Far,1BjiBbVzBMREvXiT6X5tHi,0.746,0.607,10,-4.71,0,0.187,0.239,1.87e-05,0.0929,0.247,83.828
Nas ,Adam and Eve,0BSPhsCKfwENstErymcD80,0.624,0.803,9,-5.107,0,0.218,0.0453,0.0,0.318,0.172,92.401
Taylor Swift ,Mastermind,7FmYn9e7KHMXcxqGSj9LjH,0.662,0.357,4,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966
Bing Crosby ,The Little Drummer Boy,0pAT3JUEjIiqUkwxE0vbBQ,0.636,0.165,10,-14.261,1,0.0328,0.885,4.82e-05,0.0502,0.505,112.777
Lil Baby ,Grace,01JMnRUs2YOK6DDpdQASGY,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029
Trippie Redd ,Rich MF,1geOe7YkJHbsoRdNU0IvGS,0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497
Thomas Rhett ,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052
Ariana Grande ,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993
James Newton Howard ,The Hanging Tree,416MsJxvxSKY96DCmbJIRs,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863
Trouble ,Come Thru,6yL7sgixx0rUkSd0hRAy4U,0.737,0.663,11,-4.097,0,0.218,0.113,0.0,0.322,0.771,76.994
Halsey ,Drive,3ek4HgBlmvkTWgfT5sTSe9,0.571,0.585,9,-8.392,0,0.0494,0.239,0.00016,0.133,0.291,113.973
BTS ,Dream Glow (BTS World Original Soundtrack)  Pt. 1,0GjWvVr7TZzceNwdSDRuXy,0.735,0.74,0,-3.837,0,0.0519,0.0967,0.0,0.101,0.541,141.95
Peter Manos ,In My Head,3bne7Qit5AbHkX6kWDItYP,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956
The Jackson 5 ,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605
Lady Gaga ,AYO,6Az2Ll2CPnWYQ2BgiHf4Di,0.666,0.889,7,-5.699,1,0.144,0.0987,0.0,0.0965,0.916,149.959
Avicii ,You Make Me,52RK8UVEDgUAgpecOpTQM3,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99
Shakira ,Chantaje,6mICuAdrwEjh6Y6lroV2Kg,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034
Ariana Grande ,pete davidson,0XOnMqLQDO89iAg7dWWwnG,0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913
Kid Cudi ,Mr. Rager,2ncLdwTd8qzkxiJjlbiOgC,0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998
The Rolling Stones ,(I Can't Get No) Satisfaction  Mono Version / Remastered 2002,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
Bebe Rexha ,Ferrari,3hfPmifit8Rtc0zj9WYQlU,0.577,0.48,8,-5.908,1,0.0297,0.0161,0.0,0.104,0.422,76.54
Justin Bieber ,As I Am,6F2r4HgpJnvKDmkN6JEN6J,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928
Lady Gaga ,Dancin' In Circles,0lqcnnclUdVbPPboOldEPp,0.635,0.718,0,-7.775,0,0.119,0.0304,0.000383,0.233,0.787,171.915
Polo G ,Go Stupid,4PklAHGXT5ityno3IA8SKd,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034
Drake ,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,0.701,0.741,2,-6.157,1,0.313,0.112,0.0,0.699,0.588,140.177
Mac Miller ,Knock Knock,46wojTgyEs6lbgaWB6yIuz,0.682,0.934,4,-2.527,0,0.152,0.107,0.0,0.749,0.483,109.027
Halsey ,clementine,66c7n8ZXmYQQeXyNVfiArc,0.533,0.437,3,-7.659,0,0.162,0.885,0.0,0.106,0.48,143.263
Brent Faiyaz ,ANGEL,4mgSk2zxeT03FLtSlnzxwt,0.461,0.46,6,-7.949,0,0.0307,0.591,0.0,0.0847,0.31,75.141
Lil Uzi Vert ,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97
XXXTENTACION ,Touch Eem Body,2WOxBv9WElDqB0opEAbCC4,0.726,0.419,11,-11.895,0,0.25,0.574,0.0,0.381,0.0644,129.786
Joji ,Tick Tock,5E7p95xh9Ul4vZp4LEoJwi,0.781,0.613,4,-5.582,0,0.0524,0.0399,0.00713,0.0976,0.613,80.53
Logic ,State Of Emergency,58cvckETahSOG74RP5WE99,0.675,0.675,0,-7.527,1,0.283,0.0826,0.0,0.12,0.622,173.922
Young Thug ,Day Before,2eYsZ2JEq63Q0S8LQVscBm,0.737,0.435,0,-12.674,1,0.241,0.81,0.0,0.288,0.702,90.989
Travis Scott ,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042
Camila Cabello ,Easy,46D0hYb1B7qiU33VtXt21W,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073
Jack Harlow ,Like A Blade Of Grass,22xea6Z2a8BbyVeCksSBX9,0.891,0.489,5,-8.14,0,0.135,0.037,2.12e-05,0.0899,0.794,93.515
Taylor Swift ,Shake It Off,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015
Ariana Grande ,Thinking Bout You,0D9w5UiVChw1VTZk1py37x,0.515,0.696,11,-6.028,1,0.0648,0.0148,0.000864,0.123,0.396,103.134
Ed Sheeran ,Nancy Mulligan,35QZaWQRkmnAVqBF1TLCxQ,0.68,0.852,7,-4.35,1,0.0349,0.117,0.0,0.0866,0.858,101.993
Drake ,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737
BTS ,UGH!,2QZe2H1f03t5PJWEMg2Mbe,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996
Maroon 5 ,Unkiss Me,1m39XApxHXb2UkGItyyIUO,0.532,0.599,6,-6.543,1,0.0333,0.00784,0.0,0.14,0.113,130.019
Bad Bunny ,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025
Lil Wayne ,"I Do It (ft. Big Sean, Lil Baby)",1bRO28yzxgO3y3UmNR29TZ,0.804,0.528,1,-3.231,1,0.378,0.125,0.0,0.41,0.321,138.005
Logic ,100 Miles and Running (ft. Wale & John Lindahl),4CstQ0SUkl0YkoeZkIZlIx,0.835,0.929,7,-3.595,1,0.0653,0.579,1.28e-06,0.38,0.96,119.047
Nat King Cole ,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696
Melanie Martinez ,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,0.535,0.746,4,-5.644,0,0.275,0.304,0.0,0.359,0.648,109.994
Marshmello ,OK Not To Be OK,0zzVTGyRrWpQu8Fr28NRAv,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072
Kendrick Lamar ,Mortal Man,1WT11QmhZutciEv1NsHt1R,0.567,0.525,10,-9.043,0,0.75,0.665,0.0,0.708,0.416,86.935
YFN Lucci ,Everyday We Lit,3J8Q6aBhjpvao8BsBQ6H9Y,0.758,0.646,7,-4.701,1,0.113,0.128,0.0,0.0776,0.589,155.949
Taylor Swift ,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917
Bon Iver ,Naeem,0XOsqpvDLx0FhizUCqwSNf,0.37,0.408,0,-10.38,1,0.0427,0.803,0.0233,0.679,0.172,124.914
Lil Uzi Vert ,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187
Hailee Steinfeld ,Most Girls,10GJQkjRJcZhGTLagFOC62,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986
Marshmello ,Baggin',09iKyqKI8AGb0w4eajgWE8,0.78,0.528,1,-6.979,0,0.451,0.244,0.0,0.111,0.383,155.95
6ix9ine ,MOOKY,0OSPhu7IFn4a56eqvV7tKT,0.656,0.869,4,-4.716,0,0.271,0.171,0.0,0.222,0.418,139.869
Ed Sheeran ,Tides,2JiHR4gCDjXwYVRDmwdk95,0.631,0.825,11,-3.971,1,0.0433,0.0167,0.0,0.122,0.427,129.942
Taylor Swift ,exile,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602
Dominic Fike ,Vampire,0SRPuTnr5QOKRoIxMvvlgK,0.787,0.735,0,-4.808,0,0.0857,0.331,4.09e-05,0.113,0.698,97.957
Meghan Trainor ,All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
Nicki Minaj ,I Lied,1g3WXUEJ53HXHSTgVXDX4u,0.624,0.388,2,-8.712,0,0.0881,0.384,0.000285,0.109,0.387,133.972
Sam Smith ,Not In That Way,2SuRfE6uxFNxD6h4z7CfeL,0.462,0.152,2,-12.457,1,0.0371,0.939,0.0,0.126,0.286,71.363
The Weeknd ,Die For You,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629
Sage The Gemini ,Good Thing,5k7KtLUFDlawcjyvo5NpnT,0.56,0.719,4,-6.243,0,0.109,0.0166,0.0,0.11,0.21,94.026
The Kid LAROI ,Not Sober,29t9XYOV65fFXiVzFFJgHH,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82
DJ Khaled ,I CAN HAVE IT ALL,1WTv76ouGCJZ0Rhz15YkIC,0.428,0.725,2,-6.035,0,0.188,0.0567,0.0,0.112,0.376,74.946
The Barden Bellas ,World Championship Finale 2,1FsQOGxV10cMHiwmgdLg6x,0.495,0.464,10,-6.57,1,0.478,0.419,3.52e-06,0.266,0.558,126.382
YoungBoy Never Broke Again ,Smoke Strong,4ysh4U8WPIuKS8Ff1ttSaS,0.764,0.702,10,-6.837,0,0.269,0.175,0.0,0.0934,0.873,85.953
French Montana ,No Stylist,04MLEeAMuV9IlHEsD8vF6A,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055
Priory ,Weekend,6Drh25cclvIvKj2xyzqiwp,0.6,0.817,7,-6.401,1,0.0642,0.0696,0.0,0.133,0.652,151.95
Pitbull ,Timber,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992
Wale ,MY PYT,2Fe6gDE0mCZz0g98i5QpVL,0.554,0.481,0,-9.823,1,0.329,0.0139,0.0,0.0787,0.456,191.991
Eslabon Armado ,LO QUE QUIERAS,1BBIrpJXYnq4SUn56dtQD8,0.7,0.855,11,-4.548,0,0.0302,0.173,0.0,0.111,0.538,97.498
J Balvin ,Azul,2lCkncy6bIB0LTMT7kvrD1,0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018
J. Cole ,Album of the Year  Freestyle,6rDaCGqcQB1urhpCrrD599,0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.476,0.929,94.211
ZAYN ,BoRdErSz,3MpdgSxThlICp5LSsZejGf,0.627,0.442,7,-9.048,1,0.134,0.377,0.0319,0.0984,0.328,91.008
Tory Lanez ,10 F*CKS,7DHNcoR73yUYCSn6PqBgkH,0.709,0.562,11,-10.326,1,0.116,0.048,0.0,0.207,0.265,88.027
Takeoff ,Bruce Wayne  Outro,7kwnOwh31BLpdSzgXgNS2D,0.678,0.562,7,-7.798,0,0.132,0.414,8.69e-06,0.549,0.34,147.999
Jack Harlow ,Rendezvous,6SdQfCiVae1EXK1pQ6b92o,0.726,0.556,7,-8.481,1,0.206,0.0754,1.42e-05,0.392,0.664,89.034
Swedish House Mafia ,Heaven Takes You Home,3nEHrvNNtgLv9rneTAYVr4,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037
Meek Mill ,Hot,5qyZ6LcHvBiIHLaoED8K4g,0.773,0.623,2,-5.267,1,0.196,0.00194,0.0,0.133,0.13,153.1
Juice WRLD ,Burn,1X8E4vVoOM3BpSQlEDSjjM,0.354,0.475,1,-9.333,0,0.0425,0.149,0.034,0.21,0.0393,114.975
Lana Del Rey ,Lust for Life,0mt02gJ425Xjm7c3jYkOBn,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982
Bruno Mars ,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
Polo G ,Broken Guitars,4QSehYD2iCp1L3l4B3QNv0,0.683,0.566,0,-8.815,1,0.105,0.114,0.0,0.111,0.355,150.089
Juice WRLD ,Robbery,6iaSML1PIYq936g62BDtBq,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899
Shawn Mendes ,Don't Be A Fool,7msCKNrI0vZw9H4MIgLnAh,0.473,0.339,11,-6.039,0,0.0364,0.596,0.0,0.103,0.265,175.264
Trippie Redd ,Dreamer,570r7eQdUX43AR20yBPllk,0.561,0.569,6,-6.724,0,0.0336,0.147,0.0,0.304,0.344,119.986
Madden ,Alive,7J2EJ4QMpGUbB2H3SYYYtU,0.488,0.715,8,-4.587,1,0.06,0.0202,0.0,0.1,0.361,95.996
Nat King Cole Trio ,All I Want For Christmas (Is My Two Front Teeth)  Remastered,7efx6fB44OWJA716LqPvmb,0.79,0.2,9,-9.107,1,0.0689,0.89,0.0,0.0801,0.48,130.25
Young Thug ,High,7iMDaY1LnASwCk2uUpMtii,0.759,0.498,10,-10.615,1,0.0776,0.223,5.84e-05,0.406,0.244,126.972
Jarryd James ,Do You Remember,1F2VIrr9oh7MwkI3NyLtHJ,0.671,0.303,1,-10.873,0,0.0659,0.217,0.000217,0.109,0.306,72.025
NAV ,With Me,3jlakYV0x21kzZvR1HUE4X,0.809,0.776,1,-4.746,0,0.224,0.205,0.0,0.113,0.697,155.037
Beyoncé ,BIGGER,4R2KJOgEUP2qO3re9BwIhs,0.484,0.363,5,-8.094,0,0.0368,0.645,0.0,0.125,0.201,127.822
2 Chainz ,Watch Out,22DKsoYFV5npPXmnPpXL7i,0.899,0.504,8,-6.758,0,0.5,0.826,0.0,0.052,0.537,129.89
Rod Wave ,The Greatest,0EVG3d1RVbJjYh43fQDcR9,0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96
Destiny's Child ,"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641
Drake ,Wants and Needs,65OVbaJR5O1RmwOQx0875b,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006
Summer Walker ,Over It,0csmcZqM3uTKfjxehw0Lw2,0.63,0.437,4,-8.113,0,0.125,0.231,0.0,0.0885,0.455,131.996
BTS ,For Youth,4JzCFEc3O2UEdjKzevvFH5,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855
Beyoncé ,Sandcastles,2FNPJWVdGxYhWaotd6rULS,0.33,0.357,10,-10.171,1,0.0348,0.866,1.76e-05,0.19,0.101,84.119
Michael Bublé ,Nobody But Me,5G3UfEFiR4MUqkC8ETbzeR,0.686,0.698,4,-5.142,1,0.0642,0.139,0.0,0.134,0.963,93.972
Internet Money ,His & Hers,5LKIZ4UTKebSE5VFbLSQnr,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997
Adele ,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389
blink,182  EDGING,6TcIJj5tKwaYXZI5Egx8U8,0.587,0.866,5,-2.864,1,0.0571,0.00297,0.0,0.136,0.63,145.916
Mac Miller ,Pranks 4 Players,6qTUyVWe0o7oOBjKrt2kNH,0.735,0.744,0,-5.367,1,0.288,0.565,0.0,0.165,0.783,81.039
Lil Uzi Vert ,How To Talk,0ro5QCkSCtbfhMHnvMase3,0.728,0.73,5,-5.402,1,0.213,0.741,0.0,0.705,0.736,136.052
Gunna ,WUNNA,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0,-9.0,1,0.255,0.0217,0.0058,0.11,0.313,148.009
Jonathan Groff ,Lost in the Woods,7namdlOhbtsc8FvoSafOQt,0.366,0.478,8,-6.972,1,0.0277,0.695,8.91e-06,0.124,0.293,149.307
Timeflies ,Once In a While,6cREm4bV7V79Yxdilx9HDo,0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021
Joey Bada$$ ,FOR MY PEOPLE,7CzWRneYi3P7dZqJM0SkUs,0.672,0.704,11,-6.628,0,0.165,0.111,0.0,0.115,0.188,100.986
Justin Timberlake ,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972
The 1975 ,Oh Caroline,14dJexYlvd3t3XAtD1pYW1,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538
NF ,WHY,7yNgSAuwbDJcdRNrBDtKPq,0.741,0.827,10,-6.343,0,0.549,0.451,0.0,0.292,0.418,158.317
Kendrick Lamar ,Count Me Out,6BU1RZexmvJcBjgagVVt3M,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999
Michael Bublé ,Santa Baby,6DwnAl6l63e83dDgIzY8P4,0.641,0.0964,9,-12.995,0,0.0399,0.835,2.95e-05,0.11,0.357,76.273
J. Cole ,everybody dies,1wIQtB3UQ1TfjNMZZqO6eh,0.779,0.694,9,-9.376,1,0.2,0.281,1.36e-05,0.109,0.569,82.861
Brett Young ,Lady,2fSuoIlA1uTERXunbshSWh,0.403,0.516,7,-7.983,1,0.0343,0.449,1.26e-05,0.0937,0.428,170.015
NF ,DRIFTING,2hRlHXzOf14ArYmOPeAXsa,0.692,0.721,9,-3.244,0,0.389,0.405,0.0,0.0773,0.496,168.084
Big Sean ,Pull Up N Wreck (With Metro Boomin),7DuvVy7JfFgXwWlVzyyPys,0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095
"Tyler, The Creator ",SMUCKERS,078C2jXg7XsMgW78Gfx1JA,0.427,0.849,7,-2.945,1,0.348,0.015,0.00373,0.153,0.55,79.155
Post Malone ,Reputation,67dU06KGaJHLLlo5Y5bkD2,0.314,0.439,2,-5.726,1,0.0311,0.671,0.0,0.181,0.364,180.119
MØ ,Drum,3VIJBrMpvimHEw5wtPh2wB,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.284,0.452,102.473
Joshua Hyslop ,Silent Night,2NS5I109LkL9yLJ9A52B8w,0.37,0.213,7,-11.089,1,0.0315,0.896,0.000797,0.109,0.404,138.018
Rod Wave ,Forever,4mChXwwU4xbiYIP7QQeLFP,0.626,0.524,3,-8.987,1,0.0411,0.566,1.14e-05,0.103,0.451,129.996
Nelly ,Country Grammar (Hot Shit),3wMUvT6eIw2L5cZFG1yH9j,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831
Tiësto ,The Motto,18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
Polo G ,Heart of a Giant,6Q7Tv7ZxmoOokvuPchcaO1,0.802,0.588,8,-6.768,1,0.137,0.498,0.0,0.111,0.522,87.501
"Tyler, The Creator ",LEMONHEAD,5fbHRCsGpFIOLRtlhCRFDR,0.62,0.586,1,-6.612,1,0.212,0.155,0.0,0.535,0.487,137.131
Run The Jewels ,yankee and the brave (ep. 4),6Ljp2oy8zR8EhutqBdLYnt,0.595,0.878,10,-5.63,0,0.423,0.172,0.0,0.303,0.746,82.007
Jaudy ,Gatalo To,6Kz2PFdpFWCv99HCPgOGNl,0.941,0.814,2,0.347,1,0.109,0.111,0.0105,0.0774,0.912,120.03
ScHoolboy Q ,Tales,6kmSmIbfnGTaGCgwFW7umS,0.773,0.82,2,-4.454,1,0.245,0.348,1.65e-06,0.128,0.717,140.021
Roddy Ricch ,Moonwalkin,33NoCir8q4WA4HNmyrD3fu,0.779,0.58,1,-7.594,0,0.284,0.0178,0.0,0.15,0.299,160.243
Zara Larsson ,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153
Future ,I Serve the Base,1Rq4GtIucW9CAcF8B6PAbW,0.636,0.57,1,-5.973,1,0.0571,0.011,0.00204,0.0677,0.0883,168.202
Kehlani ,Everybody Business,6TrdeNEgbKuBqIToRfdWMY,0.43,0.703,2,-3.684,1,0.229,0.521,0.0,0.132,0.435,45.78
Tove Lo ,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02
Ashe ,Till Forever Falls Apart,4x5YzxjrF9wvIIXJV7TveC,0.346,0.501,2,-6.939,1,0.0364,0.421,0.0,0.0657,0.299,99.855
Lainey Wilson ,Heart Like A Truck,5DIBVDJOHh7djepAjKHWCO,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974
